,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y
2198,HEALTH CHOICE PHARMACY,3735 NOSTRAND AVENUE,BROOKLYN,NY,11235,1907,KINGS,36047,-73.940125,40.592929
2199,WYCKOFF PHARMACY,131 WYCKOFF AVENUE,BROOKLYN,NY,11237,3903,KINGS,36047,-73.918835,40.703781
2200,FRANKLIN SQUARE PHARMACY AND SURGICAL,925 HEMPSTEAD TURNPIKE,FRANKLIN SQUARE,NY,11010,3641,NASSAU,36059,-73.674716,40.707056
2201,UNITED STATES COAST GUARD - SECTOR NEW YORK PHARMACY,212 COAST GUARD DRIVE,STATEN ISLAND,NY,10305,5005,RICHMOND,36085,-74.06144599999999,40.604699
2202,S AND K WARBASSE PHARMACY,499 NEPTUNE AVENUE,BROOKLYN,NY,11224,4003,KINGS,36047,-73.972215,40.580267
2203,WALGREENS - 10941,3000 CHURCH AVENUE,BROOKLYN,NY,11226,4210,KINGS,36047,-73.949281,40.650566
2204,DUANE READE,160-04 JAMAICA AVENUE,JAMAICA,NY,11432,6110,QUEENS,36081,-73.79881400000001,40.703564
2205,WALGREENS - 11806,114 BEVERLEY ROAD,BROOKLYN,NY,11218,3914,KINGS,36047,-73.978794,40.64263
2206,BRIARWOOD PHARMACY,143-03 HILLSIDE AVENUE,JAMAICA,NY,11435,3230,QUEENS,36081,-73.8126,40.705133000000004
2207,AID PHARMACY,807 KINGS HIGHWAY,BROOKLYN,NY,11223,2239,KINGS,36047,-73.964392,40.606732
2208,RITE AID - 4274,90-01 SUTPHIN BOULEVARD,JAMAICA,NY,11435,3631,QUEENS,36081,-73.807978,40.702829
2209,B AND M FAMILY PHARMACY,969 FLATBUSH AVENUE,BROOKLYN,NY,11226,4019,KINGS,36047,-73.95794000000001,40.647957
2210,HEALTH SOURCE PLUS PHARMACY,118-07 METROPOLITAN AVENUE,KEW GARDENS,NY,11415,2020,QUEENS,36081,-73.834633,40.707155
2211,AVON PHARMACY AND SURGICAL,82 GRAHAM AVENUE,BROOKLYN,NY,11206,3311,KINGS,36047,-73.942431,40.703974
2212,BELLOS PHARMACY,179 SAINT NICHOLAS AVENUE,BROOKLYN,NY,11237,4441,KINGS,36047,-73.91582199999999,40.704307
2213,BOREUM DRUGS CORPORATION,194 UNION AVENUE,BROOKLYN,NY,11211,7412,KINGS,36047,-73.950038,40.706125
2214,EXPRESS DRUG STORE INCORPORATED,1420 AVENUE J,BROOKLYN,NY,11230,3702,KINGS,36047,-73.961642,40.624955
2215,FIVE STAR PHARMACY,4125 18TH AVENUE,BROOKLYN,NY,11218,5709,KINGS,36047,-73.974876,40.631582
2216,HARRICO GALLER DRUG CORPORATION,1409 CONEY ISLAND AVENUE,BROOKLYN,NY,11230,4137,KINGS,36047,-73.964585,40.623214000000004
2217,KARSON PHARMACY,2304 NOSTRAND AVENUE,BROOKLYN,NY,11210,3840,KINGS,36047,-73.947532,40.62852
2218,L AND S PHARMACY,424 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,6457,KINGS,36047,-73.96242600000001,40.577141999999995
2219,MEDICINE DEPOT,86 MANHATTAN AVENUE,BROOKLYN,NY,11206,2501,KINGS,36047,-73.94443000000001,40.705231
2220,AVENUE R PHARMACY,2918 AVENUE R,BROOKLYN,NY,11229,2524,KINGS,36047,-73.943517,40.607157
2221,CVS - 1791,156 HENRY STREET,BROOKLYN,NY,11201,2504,KINGS,36047,-73.993943,40.696011
2222,WALGREENS - 11871,545 3RD AVENUE,NEW YORK,NY,10016,3501,NEW YORK,36061,-73.976778,40.74708
2223,REGAL REMEDIES PHARMACY,1853 CROPSEY AVENUE,BROOKLYN,NY,11214,6035,KINGS,36047,-74.005635,40.601915000000005
2224,HEALTH WISE PHARMACY,1494 YORK AVENUE,NEW YORK,NY,10075,8816,NEW YORK,36061,-73.95024699999999,40.771101
2225,HEALTH CITY PHARMACY,137 MOTT STREET,NEW YORK,NY,10013,4718,NEW YORK,36061,-73.996871,40.718579999999996
2226,DERMER PHARMACY AND SURGICAL,2064 FLATBUSH AVENUE,BROOKLYN,NY,11234,4314,KINGS,36047,-73.933635,40.619293
2227,CORBY CHEMISTS,988 1ST AVENUE,NEW YORK,NY,10022,4105,NEW YORK,36061,-73.963955,40.756456
2228,DUANE READE,1327 YORK AVENUE,NEW YORK,NY,10021,5304,NEW YORK,36061,-73.95469399999999,40.766163
2229,RITE AID - 10573,7501 5TH AVENUE,BROOKLYN,NY,11209,3301,KINGS,36047,-74.022503,40.629196
2230,DUANE READE,131 8TH AVENUE,NEW YORK,NY,10011,5102,NEW YORK,36061,-74.001675,40.741458
2231,PATHMARK,2136 BARTOW AVENUE,BRONX,NY,10475,4615,BRONX,36005,-73.825405,40.86871
2232,FRANK'S PHARMACY,74-21 37TH AVENUE,JACKSON HEIGHTS,NY,11372,6339,QUEENS,36081,-73.891097,40.749263
2233,WALDBAUMS,133-11 20TH AVENUE,COLLEGE POINT,NY,11356,2405,QUEENS,36081,-73.835213,40.783278
2234,HILLCREST THRIFTMED PHARMACY,286 NORTH MAIN STREET,SPRING VALLEY,NY,10977,3704,ROCKLAND,36087,-74.04079399999999,41.125516999999995
2235,LEROY PHARMACY,245 EAST 198TH STREET,BRONX,NY,10458,3147,BRONX,36005,-73.88916400000001,40.869296000000006
2236,RITE AID - 3626,158-02 UNION TURNPIKE,FLUSHING,NY,11366,1940,QUEENS,36081,-73.808261,40.719864
2237,SHAKESPEARE PHARMACY,1252 SHAKESPEARE AVENUE,BRONX,NY,10452,3012,BRONX,36005,-73.922826,40.838405
2238,TOTAL CARE PHARMACY,1721 CROSBY AVENUE,BRONX,NY,10461,4901,BRONX,36005,-73.831683,40.845760999999996
2239,WALGREENS - 10326,713 BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,6413,KINGS,36047,-73.960099,40.578105
2240,RED HOOK PHARMACY,598 CLINTON STREET,BROOKLYN,NY,11231,3204,KINGS,36047,-74.001851,40.675303
2241,JUST IN TIME PHARMACY,2126 KNAPP STREET,BROOKLYN,NY,11229,5609,KINGS,36047,-73.93441700000001,40.600539000000005
2242,DUANE READE,253 WEST 72ND STREET,NEW YORK,NY,10023,2705,NEW YORK,36061,-73.983643,40.779761
2243,IMAGE PRESCRIPTION CENTER,119 CHURCH AVENUE,BROOKLYN,NY,11218,3917,KINGS,36047,-73.978847,40.643264
2244,CVS - 531,325 ROUTE 100,SOMERS,NY,10589,3227,WESTCHESTER,36119,-73.688423,41.325939
2245,RITE AID - 7848,3012 3RD AVENUE,BRONX,NY,10455,1201,BRONX,36005,-73.913134,40.819305
2246,FOUR B'S PHARMACY,40-35 95TH STREET,ELMHURST,NY,11373,1772,QUEENS,36081,-73.870667,40.748007
2247,INTERBORO PHARMACY INCORPORATED,75 NEVINS STREET,BROOKLYN,NY,11217,1827,KINGS,36047,-73.98235600000001,40.686337
2248,M AND I PHARMACY,853 EAST NEW YORK AVENUE,BROOKLYN,NY,11203,1309,KINGS,36047,-73.934297,40.662738
2249,VALUE DRUGS,80 PONDFIELD ROAD,BRONXVILLE,NY,10708,3801,WESTCHESTER,36119,-73.833611,40.940134
2250,BRONXDALE PHARMACY INCORPORATED,1706 WATSON AVENUE,BRONX,NY,10472,5408,BRONX,36005,-73.869708,40.827040000000004
2251,SUNNYSIDE DRUGS,39-51 QUEENS BOULEVARD,SUNNYSIDE,NY,11104,3305,QUEENS,36081,-73.924335,40.74418
2252,LARCHMONT DRUGS,2127 PALMER AVENUE,LARCHMONT,NY,10538,2406,WESTCHESTER,36119,-73.764702,40.928992
2253,CONGRESS PHARMACY,542 SOUTHERN BOULEVARD,BRONX,NY,10455,3715,BRONX,36005,-73.90373100000001,40.812034999999995
2254,HEALTH RX,984 NORTH BROADWAY,YONKERS,NY,10701,1318,WESTCHESTER,36119,-73.884169,40.968199
2255,CVS - 1959,4760 BOSTON POST ROAD,PELHAM,NY,10803,3002,WESTCHESTER,36119,-73.80470799999999,40.896046999999996
2256,HUDSON PARKWAY PHARMACY,5700 MOSHOLU AVENUE,BRONX,NY,10471,2214,BRONX,36005,-73.90046600000001,40.905322999999996
2257,DUANE READE,306 EAST FORDHAM ROAD,BRONX,NY,10458,5008,BRONX,36005,-73.894283,40.861799
2258,INWOOD PHARMACY,4915 BROADWAY,NEW YORK,NY,10034,3119,NEW YORK,36061,-73.922025,40.867734000000006
2259,RITE AID - 4992,58-01 QUEENS BOULEVARD,WOODSIDE,NY,11377,7752,QUEENS,36081,-73.906803,40.742202
2260,DRUG WORLD PHARMACY AND HOME CARE CENTER,312 ROUTE 59,CENTRAL NYACK,NY,10960,2732,ROCKLAND,36087,-73.946844,41.093976
2261,HOPKINS DRUG COMPANY,63-19 ROOSEVELT AVENUE,WOODSIDE,NY,11377,3641,QUEENS,36081,-73.900285,40.746102
2262,SHOPRITE,243 EAST ROUTE 59,WEST NYACK,NY,10994,2036,ROCKLAND,36087,-73.95898100000001,41.092471
2263,DUANE READE,300 PARK AVENUE SOUTH,NEW YORK,NY,10010,5313,NEW YORK,36061,-73.987003,40.739846
2264,WOODSIDE PHARMACY,49-02 QUEENS BOULEVARD,WOODSIDE,NY,11377,4462,QUEENS,36081,-73.91578,40.742438
2265,TRUCARE PHARMACY,358 ROUTE 202,POMONA,NY,10970,3107,ROCKLAND,36087,-74.035115,41.186917
2266,CHERRY'S PHARMACY,207 EAST 66TH STREET,NEW YORK,NY,10065,6453,NEW YORK,36061,-73.96271,40.765882
2267,HALPERN PHARMACY,333 EAST 23RD STREET,NEW YORK,NY,10010,4710,NEW YORK,36061,-73.97901,40.737338
2268,HARPELL PHARMACIES AND SURGICALS,12-65 150TH STREET,WHITESTONE,NY,11357,1752,QUEENS,36081,-73.81362800000001,40.788986
2269,DUANE READE,144 BLEECKER STREET,NEW YORK,NY,10012,1434,NEW YORK,36061,-73.99939300000001,40.727984
2270,BROADWAY PHARMACY,811 NORTH BROADWAY,WHITE PLAINS,NY,10603,2403,WESTCHESTER,36119,-73.766263,41.059895000000004
2271,RITE AID - 4195,282 8TH AVENUE,NEW YORK,NY,10001,4801,NEW YORK,36061,-73.997584,40.746
2272,DUANE READE,425 PARK AVENUE,NEW YORK,NY,10022,3506,NEW YORK,36061,-73.971264,40.760338
2273,CVS - 489,1121 BOSTON POST ROAD,RYE,NY,10580,2912,WESTCHESTER,36119,-73.682852,40.984003
2274,SHERMAN PHARMACY,232A SHERMAN AVENUE,NEW YORK,NY,10034,2501,NEW YORK,36061,-73.919756,40.866092
2275,MEMORIAL SLOAN KETTERING CANCER CENTER,160 EAST 53RD STREET,NEW YORK,NY,10022,5243,NEW YORK,36061,-73.969996,40.757540999999996
2276,CVS - 616,275 MAMARONECK AVENUE,MAMARONECK,NY,10543,2602,WESTCHESTER,36119,-73.734208,40.951102
2277,DUANE READE,636 BROADWAY,NEW YORK,NY,10012,2607,NEW YORK,36061,-73.995564,40.726147
2278,CVS - 2058,158 BLEECKER STREET,NEW YORK,NY,10012,1408,NEW YORK,36061,-74.000031,40.728353999999996
2279,CVS - 482,983 CENTRAL PARK AVENUE,SCARSDALE,NY,10583,3211,WESTCHESTER,36119,-73.823107,40.990888
2280,CVS - 1231,807 WHITE PLAINS ROAD,SCARSDALE,NY,10583,5006,WESTCHESTER,36119,-73.803484,40.976104
2281,CVS - 5048,1827 EAST MAIN STREET,PEEKSKILL,NY,10566,2505,WESTCHESTER,36119,-73.894904,41.295856
2282,DUANE READE,1780 EAST GUN HILL ROAD,BRONX,NY,10469,6011,BRONX,36005,-73.835197,40.864378
2283,NEW YORK CITY DEPT OF HEALTH AND MENTAL HYGIENE,455 1ST AVENUE,NEW YORK,NY,10016,9102,NEW YORK,36061,-73.977468,40.739329999999995
2284,DUANE READE,931 1ST AVENUE,NEW YORK,NY,10022,8031,NEW YORK,36061,-73.965882,40.754867
2285,DUANE READE,401 PARK AVENUE SOUTH,NEW YORK,NY,10016,8808,NEW YORK,36061,-73.98396899999999,40.743071
2286,SALEM DRUGS,370 PORT WASHINGTON BOULEVARD,PORT WASHINGTON,NY,11050,4212,NASSAU,36059,-73.68034300000001,40.818403
2287,COSTCO,1 INDUSTRIAL LANE,NEW ROCHELLE,NY,10805,1203,WESTCHESTER,36119,-73.794857,40.895998
2288,SUNNYSIDE PHARMACY,48-11 SKILLMAN AVENUE,SUNNYSIDE,NY,11104,1025,QUEENS,36081,-73.915627,40.746479
2289,RITE AID - 10562,14 SOUNDVIEW MARKETPLACE,PORT WASHINGTON,NY,11050,2221,NASSAU,36059,-73.70510999999999,40.842396
2290,RITE AID - 10561,961-3 PORT WASHINGTON BOULEVARD,PORT WASHINGTON,NY,11050,2910,NASSAU,36059,-73.683451,40.829721
2291,CVS - 5861,24 WEST GRAND STREET,MOUNT VERNON,NY,10552,2106,WESTCHESTER,36119,-73.83760500000001,40.925146000000005
2292,DUANE READE,251 EAST 86TH STREET,NEW YORK,NY,10028,3115,NEW YORK,36061,-73.952023,40.778245
2293,HUNOLD PHARMACY,94 MAIN STREET,PORT WASHINGTON,NY,11050,2821,NASSAU,36059,-73.689058,40.830317
2294,DUANE READE,630 3RD AVENUE,NEW YORK,NY,10017,6705,NEW YORK,36061,-73.975278,40.750015999999995
2295,CVS - 4745,24 MAMARONECK AVENUE,WHITE PLAINS,NY,10601,3308,WESTCHESTER,36119,-73.766852,41.031837
2296,RITE AID - 10570,36-01 BROADWAY,ASTORIA,NY,11106,1045,QUEENS,36081,-73.920986,40.760197999999995
2297,DUANE READE,333 EAST 102ND STREET,NEW YORK,NY,10029,5631,NEW YORK,36061,-73.942102,40.787394
2298,THE MEDICINE CABINET PHARMACY,266 NEW MAIN STREET,YONKERS,NY,10701,4168,WESTCHESTER,36119,-73.89539599999999,40.929184
2299,2000 NINOS PHARMACY INCORPORATED,601 WEST 150TH STREET,NEW YORK,NY,10031,2449,NEW YORK,36061,-73.948476,40.829958000000005
2300,CVS - 542,212 NORTHERN BOULEVARD,BAYSIDE,NY,11361, ,QUEENS,36081,-73.769726,40.759665999999996
2301,MILE SQUARE PHARMACY,855 MIDLAND AVENUE,YONKERS,NY,10704,1024,WESTCHESTER,36119,-73.861198,40.935678
2302,CITYDRUG AND SURGICAL,1 AUDUBON AVENUE,NEW YORK,NY,10032,2225,NEW YORK,36061,-73.939212,40.838823
2303,RITE AID - 1707,47-07 BROADWAY,ASTORIA,NY,11103,1629,QUEENS,36081,-73.912834,40.756337
2304,COLUMBUS AVENUE PHARMACY,916 COLUMBUS AVENUE,NEW YORK,NY,10025,4040,NEW YORK,36061,-73.96363199999999,40.798551
2305,YORKTOWN REXALL DRUGS,1905 COMMERCE STREET,YORKTOWN HEIGHTS,NY,10598,4409,WESTCHESTER,36119,-73.78059,41.273932
2306,ESCO DRUG COMPANY INCORPORATED,687 9TH AVENUE,NEW YORK,NY,10036,3630,NEW YORK,36061,-73.990383,40.76191
2307,V V PHARMACY INCORPORATED,492 EAST 169TH STREET,BRONX,NY,10456,2627,BRONX,36005,-73.905375,40.83272
2308,LE-MAC PHARMACY,623 MCLEAN AVENUE,YONKERS,NY,10705,4734,WESTCHESTER,36119,-73.87987199999999,40.909278
2309,RITE AID - 10569,32-14 31ST STREET,ASTORIA,NY,11106,2643,QUEENS,36081,-73.92610400000001,40.761565000000004
2310,TOWN DRUG AND SURGICAL,428 WEST 59TH STREET,NEW YORK,NY,10019,1105,NEW YORK,36061,-73.986098,40.769641
2311,RITE AID - 4607,4389 WHITE PLAINS ROAD,BRONX,NY,10466,1414,BRONX,36005,-73.855036,40.898125
2312,CVS - 911,452 MAMARONECK AVENUE,WHITE PLAINS,NY,10605,1802,WESTCHESTER,36119,-73.76079399999999,41.022738000000004
2313,CITYDRUG AND SURGICAL,719 WEST 181ST STREET,NEW YORK,NY,10033,4731,NEW YORK,36061,-73.936764,40.850637
2314,WALGREENS - 7367,1401 COLLEGE POINT BOULEVARD,COLLEGE POINT,NY,11356,1719,QUEENS,36081,-73.84548199999999,40.785206
2315,CVS - 2556,275 3RD AVENUE,NEW YORK,NY,10010,5501,NEW YORK,36061,-73.983624,40.737817
2316,BELL BOULEVARD PHARMACY,47-48 BELL BOULEVARD,BAYSIDE,NY,11361,3334,QUEENS,36081,-73.76751,40.755767999999996
2317,RITE AID - 10534,250 VESEY STREET,NEW YORK,NY,10281, ,NEW YORK,36061,-74.015998,40.714051
2318,COSTCO,20 STEW LEONARD DRIVE,YONKERS,NY,10710,7202,WESTCHESTER,36119,-73.861657,40.974956
2319,Z-STOP DRUGS INCORPORATED,2315-17 WESTCHESTER AVENUE,BRONX,NY,10462,5011,BRONX,36005,-73.847875,40.83611
2320,RITE AID - 10532,495 BROADWAY,NEW YORK,NY,10012,4457,NEW YORK,36061,-73.99981,40.722155
2321,1219 FIRST AVENUE PHARMACY INCORPORATED,9330 43RD AVENUE,ELMHURST,NY,11373,2757,QUEENS,36081,-73.871337,40.744084
2322,FARMACIA CENTRAL,102 NAGLE AVENUE,NEW YORK,NY,10040,1401,NEW YORK,36061,-73.927317,40.860822999999996
2323,RITE AID - 3507,650 EAST TREMONT AVENUE,BRONX,NY,10457,4931,BRONX,36005,-73.89243,40.845778
2324,DUANE READE,249-46 HORACE HARDING EXPRESSWAY,DOUGLASTON,NY,11362,2050,QUEENS,36081,-73.730201,40.760948
2325,CVS - 6062,200 WEST END AVENUE,MANHATTAN,NY,10023,4800,NEW YORK,36061,-73.985304,40.778115
2326,LAKE AVE PHARMACY,130 LAKE AVENUE,YONKERS,NY,10703,2713,WESTCHESTER,36119,-73.88672700000001,40.94682
2327,BUY-RITE PHARMACY,106 LAFAYETTE STREET,NEW YORK,NY,10013,4111,NEW YORK,36061,-74.001064,40.718068
2328,DUANE READE,51 WEST 51ST STREET,NEW YORK,NY,10019,6113,NEW YORK,36061,-73.97885600000001,40.760508
2329,PARK PLAZA PHARMACY,1773 UNIVERSITY AVENUE,BRONX,NY,10453, ,BRONX,36005,-73.915875,40.850623
2330,DUANE READE,180 MCLEAN AVENUE,YONKERS,NY,10705,4431,WESTCHESTER,36119,-73.889347,40.914497999999995
2331,FAMILY CARE PHARMACY,1187 GRAND CONCOURSE,BRONX,NY,10452,8503,BRONX,36005,-73.91879200000001,40.834224
2332,CVS - 2773,130 DYCKMAN STREET,NEW YORK,NY,10040,1001,NEW YORK,36061,-73.92567700000001,40.862547
2333,CVS - 1255,694 BURKE AVENUE,BRONX,NY,10467,6608,BRONX,36005,-73.867785,40.871177
2334,UNITED PHARMACY LIMITED LIABILITY CORPORATION,5539 BROADWAY,BRONX,NY,10463,5217,BRONX,36005,-73.905752,40.878114000000004
2335,ESTHER PHARMACY,71 SOUTH BROADWAY,YONKERS,NY,10701,4004,WESTCHESTER,36119,-73.899116,40.931411
2336,DUANE READE,41 EAST 58TH STREET,NEW YORK,NY,10022,1617,NEW YORK,36061,-73.97131,40.763141
2337,CROWN PHARMACY,40-20 82ND STREET,ELMHURST,NY,11373,1305,QUEENS,36081,-73.88409200000001,40.746986
2338,CVS - 776,850 BRONX RIVER ROAD,YONKERS,NY,10708,7015,WESTCHESTER,36119,-73.842262,40.927657
2339,DUANE READE,250 BROADWAY,NEW YORK,NY,10007,2516,NEW YORK,36061,-74.007725,40.712847
2340,CVS - 2438,282 EAST 149TH STREET,BRONX,NY,10451,5600,BRONX,36005,-73.922288,40.816871
2341,LEROY PHARMACY,392 BEDFORD PARK BOULEVARD,BRONX,NY,10458,2415,BRONX,36005,-73.88418399999999,40.867426
2342,GALUVI PHARMACY,40-23 JUNCTION BOULEVARD,CORONA,NY,11368,2123,QUEENS,36081,-73.868818,40.748611
2343,CARNEGIE HILL PHARMACY,1331 MADISON AVENUE,NEW YORK,NY,10128,1304,NEW YORK,36061,-73.954962,40.785622
2344,LUDLOW MEDICAL CENTER PHARMACY,45 LUDLOW STREET,YONKERS,NY,10705,1947,WESTCHESTER,36119,-73.89801,40.923916
2345,R AND S PIONEER PHARMACY,1018 OGDEN AVENUE,BRONX,NY,10452,5103,BRONX,36005,-73.92888,40.833386
2346,CVS - 7066,565 WEST 235TH STREET,BRONX,NY,10463,1650,BRONX,36005,-73.910483,40.885968
2347,RITE AID - 4192,40-16 NATIONAL STREET,CORONA,NY,11368,2321,QUEENS,36081,-73.86321,40.749376
2348,RITE AID - 3774,2426 EASTCHESTER ROAD,BRONX,NY,10469,5947,BRONX,36005,-73.842764,40.861871
2349,CVS - 2551,3125 BAINBRIDGE AVENUE,BRONX,NY,10467,3955,BRONX,36005,-73.879666,40.874406
2350,DUANE READE,525 7TH AVENUE,NEW YORK,NY,10018,4901,NEW YORK,36061,-73.98818399999999,40.753524
2351,DUANE READE,55 EAST 55TH STREET,NEW YORK,NY,10022,3205,NEW YORK,36061,-73.972662,40.760917
2352,FAMILY DRUG STORE CORPORATION,2550F BOSTON ROAD,BRONX,NY,10467,9004,BRONX,36005,-73.863844,40.864164
2353,RITE AID - 4421,1998 BRUCKNER BOULEVARD,BRONX,NY,10473,2500,BRONX,36005,-73.857174,40.823391
2354,CAMBRIDGE CHEMISTS,855 LEXINGTON AVENUE,NEW YORK,NY,10065,6640,NEW YORK,36061,-73.965418,40.765633
2355,PLAZA PHARMACY,2515 WEBSTER AVENUE,BRONX,NY,10458,5583,BRONX,36005,-73.89198,40.861446
2356,LESELL PHARMACY,3161 BAINBRIDGE AVENUE,BRONX,NY,10467,3907,BRONX,36005,-73.879796,40.875113
2357,CEDARS PHARMACY,95-19 57TH AVENUE,ELMHURST,NY,11373,4616,QUEENS,36081,-73.865145,40.736994
2358,BRONX PHARMACY,511 EAST TREMONT AVENUE,BRONX,NY,10457,4515,BRONX,36005,-73.896575,40.846954
2359,OGDEN PHARMACY,1071 OGDEN AVENUE,BRONX,NY,10452,4601,BRONX,36005,-73.928512,40.835017
2360,TOTAL CARE RX,41-06 162ND STREET,FLUSHING,NY,11358,4123,QUEENS,36081,-73.80411,40.761229
2361,CENTURY PHARMACY,225 MADISON STREET,NEW YORK,NY,10002,7505,NEW YORK,36061,-73.988658,40.712899
2362,BURNSIDE PHARMACY,75 WEST BURNSIDE AVENUE,BRONX,NY,10453,4015,BRONX,36005,-73.910271,40.854735
2363,FRIENDLY PHARMACY,3137 GRAND CONCOURSE,BRONX,NY,10468,1401,BRONX,36005,-73.886607,40.875351
2364,EVEREST DRUG,144-10 45TH AVENUE,FLUSHING,NY,11355,2232,QUEENS,36081,-73.817339,40.754314
2365,ESKAYS FIRST AVENUE PHARMACY,2101 FIRST AVENUE,NEW YORK,NY,10029,4306,NEW YORK,36061,-73.939239,40.79112
2366,MHN RX MELROSE INCORPORATED,730 COURTLANDT AVENUE,BRONX,NY,10451,5004,BRONX,36005,-73.91725699999999,40.821095
2367,RITE CARE PHARMACY,805 SOUNDVIEW AVENUE,BRONX,NY,10473,3900,BRONX,36005,-73.866599,40.821498999999996
2368,BUY RITE PHARMACY - 3,136-10/12 38TH AVENUE,FLUSHING,NY,11354, ,QUEENS,36081,-73.830386,40.760815
2369,MALCOLM PHARMACY,160 MALCOLM X BOULEVARD,NEW YORK,NY,10026,1319,NEW YORK,36061,-73.948387,40.803321000000004
2370,MORRIS PHARMACY,255 EAST 165TH STREET,BRONX,NY,10456,6057,BRONX,36005,-73.916969,40.829663000000004
2371,CONCOURSE PHARMACY INCORPORATED,767 CONCOURSE VILLAGE WEST,BRONX,NY,10451,3801,BRONX,36005,-73.922904,40.824387
2372,CAMPUS DRUGS,59-04 KISSENA BOULEVARD,FLUSHING,NY,11355,5546,QUEENS,36081,-73.815294,40.740605
2373,K AND S PHARMACY,1028 EAST 163RD STREET,BRONX,NY,10459,4309,BRONX,36005,-73.892172,40.820789000000005
2374,KISSENA DRUGS,72-63 KISSENA BOULEVARD,FLUSHING,NY,11367,2780,QUEENS,36081,-73.81270699999999,40.727578
2375,FALAK PHARMACY,2730 EAST TREMONT AVENUE,BRONX,NY,10461,2808,BRONX,36005,-73.84496999999999,40.842075
2376,DUANE READE,125 EAST 86TH STREET,NEW YORK,NY,10028,1008,NEW YORK,36061,-73.955905,40.77986
2377,RITE AID - 4555,88 FEATHERBED LANE,BRONX,NY,10452,1666,BRONX,36005,-73.918544,40.845974
2378,RITE AID - 7909,642 WESTCHESTER AVENUE,BRONX,NY,10455,1603,BRONX,36005,-73.908956,40.815714
2379,RITE AID - 1645,3085 EAST TREMONT AVENUE,BRONX,NY,10461,5720,BRONX,36005,-73.83554699999999,40.838968
2380,LUMIT PHARMACY,200 EAST 167TH STREET,BRONX,NY,10456,4004,BRONX,36005,-73.91669300000001,40.833868
2381,DUANE READE,1675 3RD AVENUE,NEW YORK,NY,10128,3773,NEW YORK,36061,-73.950115,40.783636
2382,RITE AID - 4258,1516-1518 WESTCHESTER AVENUE,BRONX,NY,10472,2907,BRONX,36005,-73.87938199999999,40.828303999999996
2383,RITE AID - 3363,650 CASTLE HILL AVENUE,BRONX,NY,10473,1402,BRONX,36005,-73.847656,40.819913
2384,DUANE READE,1270 BROADWAY,NEW YORK,NY,10001,3211,NEW YORK,36061,-73.987886,40.748683
2385,BEST AID PHARMACY INCORPORATED,563 EAST TREMONT AVENUE,BRONX,NY,10457,4655,BRONX,36005,-73.89474399999999,40.846616
2386,MONTEFIORE MEDICAL CENTER NORTH DIVISION,600 EAST 233RD STREET,BRONX,NY,10466,2604,BRONX,36005,-73.86102199999999,40.893721
2387,DUANE READE,617 WEST 181ST STREET,NEW YORK,NY,10033,4937,NEW YORK,36061,-73.934609,40.849854
2388,TARGET,300 WEST KINGSBRIDGE ROAD,BRONX,NY,10463, ,BRONX,36005,-73.907605,40.872862
2389,DUANE READE,399 EAST 72ND STREET,NEW YORK,NY,10021,4648,NEW YORK,36061,-73.955674,40.767876
2390,LISCIO PHARMACY,2498 WILLIAMSBRIDGE ROAD,BRONX,NY,10469,4806,BRONX,36005,-73.857573,40.862869
2391,DUANE READE,2760 BROADWAY,NEW YORK,NY,10025,2805,NEW YORK,36061,-73.967564,40.801459
2392,SARA PHARMACY,652 EAST 233RD STREET,BRONX,NY,10466,2802,BRONX,36005,-73.859043,40.893665000000006
2393,POLLOCK BAILEY PHARMACY,405 EAST 57TH STREET,NEW YORK,NY,10022,3003,NEW YORK,36061,-73.962502,40.758359999999996
2394,TAINO PHARMACY,2403 2ND AVENUE,NEW YORK,NY,10035,2102,NEW YORK,36061,-73.93468299999999,40.801728000000004
2395,DUANE READE,1 NORTH CENTRAL AVENUE,HARTSDALE,NY,10530,2405,WESTCHESTER,36119,-73.798429,41.019355
2396,DUANE READE,2025 BROADWAY,NEW YORK,NY,10023,5016,NEW YORK,36061,-73.982551,40.776802
2397,CVS - 2432,375 WHITE PLAINS ROAD,EASTCHESTER,NY,10709,2826,WESTCHESTER,36119,-73.814189,40.954111
2398,TURTLE BAY CHEMISTS,901 2ND AVENUE,NEW YORK,NY,10017,1503,NEW YORK,36061,-73.96961800000001,40.753937
2399,RAINDEW FAMILY CENTERS AND PHARMACY,73 COVERT AVENUE,FLORAL PARK,NY,11001,3218,NASSAU,36059,-73.688799,40.720921999999995
2400,BIOMED PHARMACEUTICALS,33 WEST MAIN STREET,ELMSFORD,NY,10523,2413,WESTCHESTER,36119,-73.823481,41.057117
2401,CVS - 2908,488 STATE ROUTE 17M,MONROE,NY,10950,4124,ORANGE,36071,-74.17585,41.319204
2402,MEDICAL PARK PHARMACY,1515 BLONDELL AVENUE,BRONX,NY,10461,2601,BRONX,36005,-73.845714,40.845609
2403,A AND P,3105 EAST MAIN STREET,MOHEGAN LAKE,NY,10547,1521,WESTCHESTER,36119,-73.871551,41.308587
2404,WAL-MART - 2531,3133 EAST MAIN STREET,MOHEGAN LAKE,NY,10547,1521,WESTCHESTER,36119,-73.866777,41.310612
